timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1686230422872,928,Clients-1,200,OK,Thread Group 1-6,text,true,,92385,115,10,10,https://bjitgroup.com,244,0,0
1686230422898,906,All pages,200,OK,Thread Group 1-10,text,true,,92784,234,10,10,https://bjitgroup.com,118,0,0
1686230422898,118,All pages-0,301,Moved Permanently,Thread Group 1-10,text,true,,399,119,10,10,http://www.bjitgroup.com/,118,0,0
1686230423016,788,All pages-1,200,OK,Thread Group 1-10,text,true,,92385,115,10,10,https://bjitgroup.com,145,0,0
1686230422111,1829,Capabilities,200,OK,Thread Group 1-1,text,true,,92784,251,10,10,https://bjitgroup.com,127,0,0
1686230422111,127,Capabilities-0,301,Moved Permanently,Thread Group 1-1,text,true,,399,136,10,10,http://www.bjitgroup.com/bjit-capabilities,127,0,0
1686230422238,1702,Capabilities-1,200,OK,Thread Group 1-1,text,true,,92385,115,10,10,https://bjitgroup.com,510,0,0
1686230422471,1542,Works,200,OK,Thread Group 1-4,text,true,,92784,267,10,10,https://bjitgroup.com,176,0,0
1686230422471,176,Works-0,301,Moved Permanently,Thread Group 1-4,text,true,,399,152,10,10,http://www.bjitgroup.com/software-development-case-studies,176,0,0
1686230422647,1366,Works-1,200,OK,Thread Group 1-4,text,true,,92385,115,10,10,https://bjitgroup.com,303,0,0
1686230422923,1182,Works,200,OK,Thread Group 1-8,text,true,,92784,267,10,10,https://bjitgroup.com,113,0,0
1686230422923,113,Works-0,301,Moved Permanently,Thread Group 1-8,text,true,,399,152,10,10,http://www.bjitgroup.com/software-development-case-studies,113,0,0
1686230423036,1069,Works-1,200,OK,Thread Group 1-8,text,true,,92385,115,10,10,https://bjitgroup.com,309,0,0
1686230422933,1343,Services,200,OK,Thread Group 1-2,text,true,,92784,254,10,10,https://bjitgroup.com,122,0,0
1686230422933,122,Services-0,301,Moved Permanently,Thread Group 1-2,text,true,,399,139,10,10,http://www.bjitgroup.com/offshore-it-services,122,0,0
1686230423055,1221,Services-1,200,OK,Thread Group 1-2,text,true,,92385,115,10,10,https://bjitgroup.com,326,0,0
1686230422957,1379,About Us,200,OK,Thread Group 1-9,text,true,,92784,242,10,10,https://bjitgroup.com,114,0,0
1686230422957,114,About Us-0,301,Moved Permanently,Thread Group 1-9,text,true,,399,127,10,10,http://www.bjitgroup.com/about-us,114,0,0
1686230423071,1265,About Us-1,200,OK,Thread Group 1-9,text,true,,92385,115,10,10,https://bjitgroup.com,327,0,0
1686230423044,1435,Works,200,OK,Thread Group 1-5,text,true,,92784,267,10,10,https://bjitgroup.com,146,0,0
1686230423044,146,Works-0,301,Moved Permanently,Thread Group 1-5,text,true,,399,152,10,10,http://www.bjitgroup.com/software-development-case-studies,146,0,0
